id;word_id;question_type;text;option_1;option_2;option_3;option_4;correct_answer;note
621;621;1;"How do you translate ""illness, sickness"" in Turkish ?";hastanık;hastamık;hastalık;hastanik;3;
622;622;1;"How do you translate ""republic"" in Turkish ?";cumnuriyet;cunhuriyet;culhuriyet;cumhuriyet;4;
623;623;1;"How do you translate ""type"" in Turkish ?";tip;tıp;tup;tüp;1;
624;624;1;"How do you translate ""demand"" in Turkish ?";talip;talep;talap;talup;2;
625;625;1;"How do you translate ""minute"" in Turkish ?";dakıka;saat;dakika;saniye;2;
626;626;1;"How do you translate ""table"" in Turkish ?";kanepe;sandalye;tabure;masa;4;
627;627;1;"How do you translate ""part, portion, sector"" in Turkish ?";kasım;sekim;kesim;lesim;3;
628;628;1;"How do you translate ""picture, photograph"" in Turkish ?";kezim;serim;resim;mesim;3;
629;629;1;"How do you translate ""white"" in Turkish ?";mavi;pembe;beyaz;siyah;3;
630;630;1;"How do you translate ""to approach"" in Turkish ?";yetişimek;beklenmek;yaklaşmak;seklemek;3;
631;631;1;"How do you translate ""to cry"" in Turkish ?";söylemek;gülümsemek;gülmek;ağlamak;4;
632;632;1;"How do you translate ""animal"" in Turkish ?";böcek;hayvan;kuş;yılan;2;
633;633;1;"How do you translate ""tax"" in Turkish ?";maaş;bağış;maş;vergi;4;
634;634;1;"How do you translate ""someone else"" in Turkish ?";bazkası;baskası;başkası;bakası;3;
635;635;1;"How do you translate ""identity"" in Turkish ?";nimlik;çimlik;kimlik;zimlik;3;
636;636;1;"How do you translate ""to teach"" in Turkish ?";öğrenmek;ögrenmek;öğretmek;ögretmek;3;
637;637;1;"How do you translate ""television"" in Turkish ?";televizyon;televizi;televiziya;televizion;1;
638;638;1;"How do you translate ""sun"" in Turkish ?";güneş;ay;merih;gezegen;1;
639;639;1;"How do you translate ""wall"" in Turkish ?";duvar;halı;yer;kilim;1;
640;640;1;"How do you translate ""price"" in Turkish ?";fiyat;iskonto;vergi;tenzilât;1;
641;641;1;"How do you translate ""stone"" in Turkish ?";nehir;taş;ırmak;dağ;2;
642;642;1;"How do you translate ""to boil over"" in Turkish ?";taçmak;taşmak;tazmak;tasmak;2;
643;643;1;"How do you translate ""political"" in Turkish ?";çiyasal;tiyasal;siyaçal;siyasal;4;
644;644;1;"How do you translate ""blood"" in Turkish ?";kon;kun;kün;kan;4;
645;645;1;"How do you translate ""full, filled"" in Turkish ?";dulu;dalu;dılı;dolu;4;
646;646;1;"How do you translate ""to put on, to wear"" in Turkish ?";giymek;gurmek;gönmek;kurmak;1;
647;647;1;"How do you translate ""to define"" in Turkish ?";tasımlamak;tanımlamak;tasinlamak;taşınamak;2;
648;648;1;"How do you translate ""to echo, to reflect from"" in Turkish ?";yasımak;yanasımak;yansımak;yanmımak;3;
649;649;1;"How do you translate ""work, opus"" in Turkish ?";ekler;eğer;eser;eger;3;
650;650;1;"How do you translate ""to trust"" in Turkish ?";guvenlemek;gevenlemek;gavunlamak;güvenmek;4;
651;651;1;"How do you translate ""trust"" in Turkish ?";göven;govan;güven;guven;3;
652;652;1;"How do you translate ""principle"" in Turkish ?";ulke;ılk;ilke;ülke;3;
653;653;1;"How do you translate ""yet"" in Turkish ?";henuz;henüz;hemen;henem;2;
654;654;1;"How do you translate ""dimension"" in Turkish ?";hoşut;boyut;bomut;boşut;2;
655;655;1;"How do you translate ""to get longer"" in Turkish ?";lazanmak;uzanmak;uzamak;zanamak;3;
656;656;1;"How do you translate ""time"" in Turkish ?";kız;defa;kerey;zamen;2;
657;657;1;"How do you translate ""industry, industrial"" in Turkish ?";sanayi;senel;çanayı;sourpe;1;
658;658;1;"How do you translate ""strong, powerful"" in Turkish ?";tüçlü;süçlü;müçlü;güçlü;4;
659;659;1;"How do you translate ""or anything like that"" in Turkish ?";salan;falan;çalan;falın;2;
660;660;1;"How do you translate ""to wrap, to roll"" in Turkish ?";sarmak;surmek;zurmak;çömek;1;
661;661;1;"How do you translate ""sign"" in Turkish ?";işaret;ziyahet;şıkayet;mikaret;1;
662;662;1;"How do you translate ""to unite"" in Turkish ?";birleşmek;birlesmek;bırlaşmak;nırlamak;1;
663;663;1;"How do you translate ""fundamental"" in Turkish ?";setas;tevas;esas;sanes;3;
664;664;1;"How do you translate ""beloved"" in Turkish ?";sevilan;nefren;sevgili;cananli;3;
665;665;1;"How do you translate ""action"" in Turkish ?";eylin;aylan;eylen;eylem;4;
666;666;1;"How do you translate ""human hair"" in Turkish ?";dudaklar;alın;kulak;kıl;4;
667;667;1;"How do you translate ""effort"" in Turkish ?";okuma;uyku;tatil;çaba;4;
668;668;1;"How do you translate ""year"" in Turkish ?";yil;ay;şana;sene;4;
669;669;1;"How do you translate ""so"" in Turkish ?";ayrıca;sonra;o yuzdan;hani;4;
670;670;1;"How do you translate ""to stop by"" in Turkish ?";ugramak;uğranmak;uğramak;uğaramak;3;
671;671;1;"How do you translate ""word"" in Turkish ?";sozcuk;idafe;soz;kelime;4;
672;672;1;"How do you translate ""photograph"" in Turkish ?";resime;rasım;fotoğraf;tulut;3;
673;673;1;"How do you translate ""crime"" in Turkish ?";sus;suç;suc;suz;2;
674;674;1;"How do you translate ""garden"" in Turkish ?";park;bahçe;alan;sokak;2;
675;675;1;"How do you translate ""punishment"" in Turkish ?";cezace;seza;ceza;sesa;3;
676;676;1;"How do you translate ""to cross over"" in Turkish ?";aşmak;şaşmak;yaşamak;aşamak;1;
677;677;1;"How do you translate ""food, cooked food"" in Turkish ?";naş;as;aş;yaş;3;
678;678;1;"How do you translate ""to add"" in Turkish ?";yeklemek;seklemek;eklemek;zeklemek;3;
679;679;1;"How do you translate ""manager, administrator"" in Turkish ?";yönetici;yunetici;donetici;yonetici;1;
680;680;1;"How do you translate ""suddenly"" in Turkish ?";birden;anıden;azar azar;anden;1;
681;681;1;"How do you translate ""ruling body, power"" in Turkish ?";içtidar;iztidar;imtidar;iktidar;4;
682;682;1;"How do you translate ""to include, contain"" in Turkish ?";izermek;icermek;isermek;içermek;4;
683;683;1;"How do you translate ""different, unusual"" in Turkish ?";degişik;derişik;değişik;demişik;3;
684;684;1;"How do you translate ""husband"" in Turkish ?";anne;bey;koca;kadın;3;
685;685;1;"How do you translate ""approach"" in Turkish ?";yaklasım;yaklaşim;yaklaşın;yaklaşım;4;
686;686;1;"How do you translate ""because of, due to"" in Turkish ?";icin;bundan;çunku;dolayı;4;
687;687;1;"How do you translate ""trade, commerce"" in Turkish ?";tizaret;tiçaret;tişaret;ticaret;4;
688;688;1;"How do you translate ""to complete"" in Turkish ?";tamalamak;tamanmak;tanamak;tamamlamak;4;
689;689;1;"How do you translate ""democracy"" in Turkish ?";memleket;demokrasi;anayasası;yasa;2;
690;690;1;"How do you translate ""to insert"" in Turkish ?";sürmek;sokmak;surmak;sulmek;2;
691;691;1;"How do you translate ""investment"" in Turkish ?";yetirim;yatısım;yatışım;yatırım;4;
692;692;1;"How do you translate ""adverse, reverse"" in Turkish ?";cers;sers;ders;ters;4;
693;693;1;"How do you translate ""third"" in Turkish ?";dordüncü;ikinci;birinci;üçüncü;4;
694;694;1;"How do you translate ""population"" in Turkish ?";nefret;nefir;nehir;nüfus;4;
695;695;1;"How do you translate ""freedom, liberty"" in Turkish ?";ozgürluk;ozgurluk;özgurlük;özgürlük;4;
696;696;1;"How do you translate ""annual, yearly"" in Turkish ?";sennelik;aylık;haftallık;yıllık;4;
697;697;1;"How do you translate ""brain"" in Turkish ?";dudaklar;el;baş;beyin;4;
698;698;1;"How do you translate ""deep, profound"" in Turkish ?";derin;ferin;cerin;serin;1;
699;699;1;"How do you translate ""to spread"" in Turkish ?";yaymak;kaymak;saymak;zaymak;1;
700;700;1;"How do you translate ""bow, arc"" in Turkish ?";yay;yey;yeş;set;1;
701;701;1;"How do you translate ""increase"" in Turkish ?";artış;sartış;martış;nartış;1;
702;702;1;"How do you translate ""fantasy"" in Turkish ?";hayal;ayal;ayat;hayat;1;
703;703;1;"How do you translate ""change"" in Turkish ?";degişim;dedişim;değişim;detişim;3;
704;704;1;"How do you translate ""wife"" in Turkish ?";çarı;carı;karı;sarı;3;
705;705;1;"How do you translate ""director, chief, headmaster"" in Turkish ?";mudur;sudur;nudur;müdür;4;
706;706;1;"How do you translate ""approximate, approximately"" in Turkish ?";yaklaşık;yaklasık;yaklacık;yaklamık;1;
707;707;1;"How do you translate ""text"" in Turkish ?";metin;netin;cetin;tetin;1;
708;708;1;"How do you translate ""wish, desire"" in Turkish ?";istek;imek;inek;nistek;1;
709;709;1;"How do you translate ""heart"" in Turkish ?";kalp;mide;boyun;akciğer;1;
710;710;1;"How do you translate ""hot"" in Turkish ?";soguk;sıcak;sıçak;soğuk;2;
711;711;1;"How do you translate ""to spend"" in Turkish ?";harcalamak;harcamak;harçamak;harzamak;2;
712;712;1;"How do you translate ""present"" in Turkish ?";mercut;mevcut;meçut;hernut;2;
713;713;1;"How do you translate ""hair"" in Turkish ?";kaş;kil;baş;saç;4;
714;714;1;"How do you translate ""to scatter"" in Turkish ?";saşmak;seçmek;çezmek;saçmak;4;
715;715;1;"How do you translate ""fear"" in Turkish ?";tedirlik;andışe;tedirliğinlik;korku;4;
716;716;1;"How do you translate ""rapid, speedy"" in Turkish ?";hizli;yavaş;ağır;hızlı;4;
717;717;1;"How do you translate ""letter"" in Turkish ?";mektup;mektur;mesaje;haber;1;
718;718;1;"How do you translate ""profession, occupation"" in Turkish ?";meslek;iz;is;mesnek;1;
719;719;1;"How do you translate ""to marry"" in Turkish ?";bekâr olmak;evlenmek;nişanlanmak;evlimek;2;
720;720;1;"How do you translate ""claim"" in Turkish ?";iddia;vas;taler;dia;1;
721;721;1;"How do you translate ""to pour"" in Turkish ?";dakmak;dokmek;dökmek;dükmek;3;
722;722;1;"How do you translate ""team"" in Turkish ?";nakım;lakım;katım;takım;4;
723;723;1;"How do you translate ""personality"" in Turkish ?";çişilik;kişilik;kisilik;misilik;2;
724;724;1;"How do you translate ""flower"" in Turkish ?";bitki;petal;çiçek;ağaç;3;
725;725;1;"How do you translate ""contribution"" in Turkish ?";tetki;setke;takta;katkı;4;
726;726;1;"How do you translate ""to call, to invite"" in Turkish ?";çağırmak;cağırmak;çagırmak;cagırmak;1;
727;727;1;"How do you translate ""damage"" in Turkish ?";razar;razanar;zarar;zamarar;3;
728;728;1;"How do you translate ""crisis"" in Turkish ?";kris;kriz;criz;çriz;2;
729;729;1;"How do you translate ""use, usage"" in Turkish ?";kullanın;mullanım;kullanım;nullanım;3;
730;730;1;"How do you translate ""to head towards"" in Turkish ?";nönelmek;tönelmek;sönelmek;yönelmek;4;
731;731;1;"How do you translate ""opportunity, means, resource"" in Turkish ?";osanak;olamak;olanak;pulmak;3;
732;732;1;"How do you translate ""national"" in Turkish ?";sulumal;nulusal;ulusal;ulumal;3;
733;733;1;"How do you translate ""to stroll, to go around"" in Turkish ?";gezmek;çezmek;nezmek;nazmak;1;
734;734;1;"How do you translate ""required, necessary"" in Turkish ?";lazım;laçım;lasım;lesim;1;
735;735;1;"How do you translate ""to be rescued"" in Turkish ?";kurtulmak;kurtumak;çurtumak;kuptumak;1;
736;736;1;"How do you translate ""firm, company"" in Turkish ?";sirket;is;firma;ferma;3;
737;737;1;"How do you translate ""for example"" in Turkish ?";exemp;mesele;mesela;masala;3;
738;738;1;"How do you translate ""to try, to test"" in Turkish ?";demenek;denemek;denenmek;delmek;2;
739;739;1;"How do you translate ""capital"" in Turkish ?";resnaye;senaye;sermaye;sernaye;3;
740;740;1;"How do you translate ""era, epoch, age"" in Turkish ?";çağ;çag;gaç;ğaç;1;
741;741;1;"How do you translate ""report"" in Turkish ?";porar;çorar;rapor;şorar;3;
742;742;1;"How do you translate ""mountain"" in Turkish ?";dag;sag;dağ;mağ;3;
743;743;1;"How do you translate ""law court"" in Turkish ?";makeme;mahkeme;makenme;kename;2;
744;744;1;"How do you translate ""black, dark"" in Turkish ?";keri;kana;kara;kere;3;
745;745;1;"How do you translate ""to go forward"" in Turkish ?";ilenmek;ilanmak;ilerlemek;ilanamak;3;
746;746;1;"How do you translate ""stage"" in Turkish ?";shane;sane;sahne;sehne;3;
747;747;1;"How do you translate ""curiosity"" in Turkish ?";aptallık;cömertlik;merak;akıllılık;3;
748;748;1;"How do you translate ""to show interest, to take care"" in Turkish ?";sıkılmak;aldırmamak;anlamak;ilgilenmek;4;
749;749;1;"How do you translate ""to support"" in Turkish ?";hatırlamamak;ayıplamak;desteklemek;sataşmak;3;
750;750;1;"How do you translate ""ready, prepared"" in Turkish ?";hezir;hazir;hazır;çesir;3;
751;751;1;"How do you translate ""happy"" in Turkish ?";mutsuz;üzgün;mutlu;kederli;3;
752;752;1;"How do you translate ""low, fallen, reduced"" in Turkish ?";düsük;duşuk;düşük;dusuk;3;
753;753;1;"How do you translate ""communication"" in Turkish ?";iletisim;iletilim;iletişim;iletizim;3;
754;754;1;"How do you translate ""time"" in Turkish ?";vakit;sure;muddet;sat;1;
755;755;1;"How do you translate ""level"" in Turkish ?";aşama;azama;asana;asama;1;
756;756;1;"How do you translate ""to draw"" in Turkish ?";çismek;zizmek;çizmek;çişmek;3;
757;757;1;"How do you translate ""I wonder"" in Turkish ?";acaba;ancak;artık;yani;1;
758;758;1;"How do you translate ""to treat"" in Turkish ?";davranmek;davranmak;davanmek;tavranmek;1;
759;759;1;"How do you translate ""to stroll, to tangle"" in Turkish ?";dolasmak;ralaşmak;dolaşmak;şalaşmak;3;
760;760;1;"How do you translate ""to watch, to observe"" in Turkish ?";gozlemek;seslemek;senlemek;gözlemek;4;
761;761;1;"How do you translate ""bed"" in Turkish ?";yanak;dolap;yatak;sandalye;3;
762;762;1;"How do you translate ""to amaze"" in Turkish ?";sasmak;sazmak;şaşmak;sanmak;3;
763;763;1;"How do you translate ""computer"" in Turkish ?";işlemci;fare;monitör;bilgisayar;4;
764;764;1;"How do you translate ""to share"" in Turkish ?";paylaşmak;paylamak;paylasmak;paylanmak;1;
765;765;1;"How do you translate ""press"" in Turkish ?";zatan;zitin;basın;zaten;3;
766;766;1;"How do you translate ""answer, reply, response"" in Turkish ?";yanit;yenit;yanıt;yetin;3;
767;767;1;"How do you translate ""to wake up"" in Turkish ?";yatmak;uyanmak;uyumak;yemek;2;
768;768;1;"How do you translate ""pleasant"" in Turkish ?";lezzetsiz;sevinçli;hoş;neşeli;3;
769;769;1;"How do you translate ""assembly"" in Turkish ?";yardımcı;milletvekili;meclis;lekar;3;
770;770;1;"How do you translate ""sick, ill"" in Turkish ?";sınatli;sıhhatli;sağlıklı;hasta;4;
771;771;1;"How do you translate ""majority"" in Turkish ?";azlık;şoğunluk;ortalama;çoğunluk;4;
772;772;1;"How do you translate ""fire, fever"" in Turkish ?";cakmak;ateş;ates;çakmak;2;
773;773;1;"How do you translate ""normal"" in Turkish ?";narmal;nermel;istisna;normal;4;
774;774;1;"How do you translate ""press, pressure, print"" in Turkish ?";paskı;çaskı;baskı;bakı;3;
775;775;1;"How do you translate ""yesterday"" in Turkish ?";bugün;sabah;dün;yarın;3;
776;776;1;"How do you translate ""to fly"" in Turkish ?";ucmak;içmek;uçmak;inmek;3;
777;777;1;"How do you translate ""tip"" in Turkish ?";uç;uc;uz;üz;1;
778;778;1;"How do you translate ""problem"" in Turkish ?";problem;çözüm;çare;çozum;1;
779;779;1;"How do you translate ""song"" in Turkish ?";şiir;manzume;nazım;şarkı;4;
780;780;1;"How do you translate ""ear"" in Turkish ?";yanak;dudak;kulak;kaş;3;
781;781;1;"How do you translate ""corner"" in Turkish ?";köşe;koşe;kuşe;keşe;1;
782;782;1;"How do you translate ""periodical, magazine"" in Turkish ?";dergi;dargı;yergi;günlü;1;
783;783;1;"How do you translate ""comfortable, relaxed"" in Turkish ?";ratahsız;harrat;rahat;lezzetsiz;3;
784;784;1;"How do you translate ""municipality"" in Turkish ?";iktidar;belediye;hükümet;saray;2;
785;785;1;"How do you translate ""past"" in Turkish ?";gelecek;şimdi;geçmih;istikbal;3;
786;786;1;"How do you translate ""word"" in Turkish ?";kalıma;soz;sözcük;büzcük;3;
787;787;1;"How do you translate ""constitution"" in Turkish ?";amayasa;amayaşa;anayaza;anayasa;4;
788;788;1;"How do you translate ""to save, to rescue"" in Turkish ?";kurtarmak;purtarmak;şurtarmak;surtamak;1;
789;789;1;"How do you translate ""nature"" in Turkish ?";dağ;çim;doğa;kuş;3;
790;790;1;"How do you translate ""reaction"" in Turkish ?";telki;tepki;tarki;belki;2;
791;791;1;"How do you translate ""agenda"" in Turkish ?";haftadam;aydam;gündem;gundem;3;
792;792;1;"How do you translate ""lawsuit, case"" in Turkish ?";lava;sava;dava;der;3;
793;793;1;"How do you translate ""each, one each"" in Turkish ?";çirer;bırar;birer;birar;3;
794;794;1;"How do you translate ""matter, issue"" in Turkish ?";mesela;meseli;demde;mesele;4;
795;795;1;"How do you translate ""wound"" in Turkish ?";yara;yaşa;yasa;kur;1;
796;796;1;"How do you translate ""bird"" in Turkish ?";kuş;kus;kur;puk;1;
797;797;1;"How do you translate ""share, lot"" in Turkish ?";say;ray;may;pay;4;
798;798;1;"How do you translate ""to benefit from"" in Turkish ?";yaparlanmak;çararlanmak;yararlanmak;yararmamak;3;
799;799;1;"How do you translate ""to transfer, to carry over"" in Turkish ?";şeterlenmek;aktırmak;aktarmak;kilirmek;3;
800;800;1;"How do you translate ""generally"" in Turkish ?";genellikle;fevkalade;nadiren;sık;1;
801;801;1;"How do you translate ""building"" in Turkish ?";bina;ev;oda;bisa;1;
802;802;1;"How do you translate ""to emphasize"" in Turkish ?";özetlemek;tekrarlamak;vurgulamak;hatırlamamak;3;
803;803;1;"How do you translate ""to break off"" in Turkish ?";kopmak;kormak;konmak;kunmak;1;
804;804;1;"How do you translate ""to shout"" in Turkish ?";bağarmak;bağırmak;bagırmak;bakırmak;2;
805;805;1;"How do you translate ""tea"" in Turkish ?";çay;çey;çaay;şay;1;
806;806;1;"How do you translate ""verdict"" in Turkish ?";hukum;hüküm;sukur;şükür;2;
807;807;1;"How do you translate ""to bump, to crash, to multiply"" in Turkish ?";çarpmak;çarmak;çanmak;çatmak;1;
808;808;1;"How do you translate ""distress, trouble"" in Turkish ?";sıkıntı;sımıntı;sınıntı;sıpıntı;1;
809;809;1;"How do you translate ""dark"" in Turkish ?";kamanlık;karanlık;laranlık;karansık;2;
810;810;1;"How do you translate ""activity"" in Turkish ?";elkinlik;atkınlık;etkinlik;atalkınlık;3;
811;811;1;"How do you translate ""belief"" in Turkish ?";inanz;inanç;inanc;inans;2;
812;812;1;"How do you translate ""cigarette"" in Turkish ?";cigara;sigare;çigare;sigara;4;
813;813;1;"How do you translate ""tree, wood, timber"" in Turkish ?";sebze;ağaç;çiçek;bitki;2;
814;814;1;"How do you translate ""official"" in Turkish ?";pesmi;resmi;nesme;çesme;2;
815;815;1;"How do you translate ""totally, completely, entirely"" in Turkish ?";ramamen;samamen;tamamen;çamamen;3;
816;816;1;"How do you translate ""successful"" in Turkish ?";raşarılı;başarılı;raşarısız;başarısız;2;
817;817;1;"How do you translate ""table, painting"" in Turkish ?";çirtin;tablo;çertin;sayrat;2;
818;818;1;"How do you translate ""secret, hidden"" in Turkish ?";gehimnis;gizli;gizliş;sekret;2;
819;819;1;"How do you translate ""to slide"" in Turkish ?";çurmak;kurmak;koyrmak;kaymak;4;
820;820;1;"How do you translate ""unit"" in Turkish ?";kirim;birim;çirim;seren;2;
821;821;1;"How do you translate ""responsibility"" in Turkish ?";sorunluluk;sorumluluk;porumluluk;sosumluluk;2;
822;822;1;"How do you translate ""to flow"" in Turkish ?";akmak;almak;atmak;anmak;1;
823;823;1;"How do you translate ""white"" in Turkish ?";ak;beya;sirli;mavi;1;
824;824;1;"How do you translate ""sufficient"" in Turkish ?";yerli;yetersiz;elmerli;yeterli;4;
825;825;1;"How do you translate ""branch"" in Turkish ?";dal;dargı;dur;dir;1;
826;826;1;"How do you translate ""to dive, to lose oneself in"" in Turkish ?";satmak;dalmak;yatmak;dilmek;2;
827;827;1;"How do you translate ""empty"" in Turkish ?";dulu;boş;boz;dolu;2;
828;828;1;"How do you translate ""pasha, army general"" in Turkish ?";pasa;paşa;paza;başa;2;
829;829;1;"How do you translate ""surroundings"" in Turkish ?";eltraf;eztref;etraf;enraf;3;
830;830;1;"How do you translate ""ministry"" in Turkish ?";hükümet;devlet;iktidar;bakanlık;4;
831;831;1;"How do you translate ""body, size"" in Turkish ?";deben;beden;selen;melen;2;
832;832;1;"How do you translate ""old"" in Turkish ?"; ihtıyar;yaşlı;yeni;yeski;2;
833;833;1;"How do you translate ""entrance"" in Turkish ?";liriş;giriş;şiriş;giris;2;
834;834;1;"How do you translate ""to carve"" in Turkish ?";duymak;suymak;soymak;oymak;4;
835;835;1;"How do you translate ""vote"" in Turkish ?";soy;oy;koy;köy;2;
836;836;1;"How do you translate ""arm, weapon"" in Turkish ?";manih;silah;lasih;sailah;2;
837;837;1;"How do you translate ""prime minister"" in Turkish ?";başbakan;başbaçan;muavin;cumhurbaşkanı;1;
838;838;1;"How do you translate ""to give up"" in Turkish ?";vazgeçmek;sürdürmek;akdetmek;adetmek;1;
839;839;1;"How do you translate ""heart, courage"" in Turkish ?";yürek;korkaklı;mutluk;cesir;1;
840;840;1;"How do you translate ""to appoint"" in Turkish ?";atmak;alamak;almak;atamak;4;
841;841;1;"How do you translate ""ancestor"" in Turkish ?";nen;çahır;memlit;ata;4;
842;842;1;"How do you translate ""plant"" in Turkish ?";meyve;bitki;çiçek;melen;2;
843;843;1;"How do you translate ""original, fundamental"" in Turkish ?";teker;tertern;anma;asıl;4;
844;844;1;"How do you translate ""to mention"" in Turkish ?";bahsetmek;sülenmek;bahlenmek;zerlenmek;1;
845;845;1;"How do you translate ""thanking"" in Turkish ?";tesekkür;teçekkur;tesekkur;teşekkür;4;
846;846;1;"How do you translate ""to plan"" in Turkish ?";planlamak;plalamak;blanmak;planlanmak;1;
847;847;1;"How do you translate ""candidate"" in Turkish ?";alay;aday;atay;asay;2;
848;848;1;"How do you translate ""opportunity"" in Turkish ?";mersat;persat;cümsat;fırsat;4;
849;849;1;"How do you translate ""effective"" in Turkish ?";semlili;elkili;etkili;cümlerdi;3;
850;850;1;"How do you translate ""to force"" in Turkish ?";koladirmek;samlanmak;çorlamak;zorlamak;4;
851;851;1;"How do you translate ""forcefully"" in Turkish ?";zorla;bimle;kolayla;çümle;1;
852;852;1;"How do you translate ""to obstruct, to block"" in Turkish ?";bilbenmek;budinmek;elgenmek;engellemek;4;
853;853;1;"How do you translate ""order, prince"" in Turkish ?";muavin;cumhurbaşkanı;başbaçan;emir;4;
854;854;1;"How do you translate ""lira"" in Turkish ?";lira;lire;lyra;liira;1;
855;855;1;"How do you translate ""to sleep"" in Turkish ?";uyumak;uyunmak;uyanmak;uygumak;1;
856;856;1;"How do you translate ""to struggle, to deal with"" in Turkish ?";uğraşmak;ugraşmak;uğrasmak;ugraşmak;1;
857;857;1;"How do you translate ""occupation"" in Turkish ?";ugrat;uğraş;ugras;uğras;2;
858;858;1;"How do you translate ""daily, diary"" in Turkish ?";günlük;binlik;çinlik;çönlük;1;
859;859;1;"How do you translate ""cold"" in Turkish ?";sel;sıcak;soğuk;ambiyant;3;
860;860;1;"How do you translate ""living, animate"" in Turkish ?";cansız;ölü; ölmüş;canlı;4;
861;861;1;"How do you translate ""directly"" in Turkish ?";dogrudan;düzden;duzden;doğrudan;4;
862;862;1;"How do you translate ""army"" in Turkish ?";polis memuru;subay;asker;ordu;4;
863;863;1;"How do you translate ""style, manner"" in Turkish ?";çerz;darz;tarz;stile;3;
864;864;1;"How do you translate ""from"" in Turkish ?";itibaren;ihtibaren;tibahren;önden;1;
865;865;1;"How do you translate ""to feed"" in Turkish ?";beslemek;belenmek;yenmek;beslenemek;1;
866;866;1;"How do you translate ""to touch"" in Turkish ?";dermek;değmek;permek;degmek;2;
867;867;1;"How do you translate ""image, appearance"" in Turkish ?";çörüntü;görüntü;şörüntü;çörüntü;2;
868;868;1;"How do you translate ""document"" in Turkish ?";selge;delge;pelge;belge;4;
869;869;1;"How do you translate ""priority"" in Turkish ?";sonralık;berlik;öncelik;oncelik;3;
870;870;1;"How do you translate ""famous"" in Turkish ?";adsız;adsiz;ünlü;unlu;3;
871;871;1;"How do you translate ""body"" in Turkish ?";vakit;parma;bacak;vücut;4;
872;872;1;"How do you translate ""leader"" in Turkish ?";vatandaş;soskrat;lider;yurttaş;3;
873;873;1;"How do you translate ""thin, slim"" in Turkish ?";terman;kilosuz;ince;mermela;3;
874;874;1;"How do you translate ""respect"" in Turkish ?";saygısızlık;soygu;saygı;hürmetsizlik;3;
875;875;1;"How do you translate ""politics"" in Turkish ?";siyaset;şikayet;sikayet;ziyaret;1;
876;876;1;"How do you translate ""absolutely"" in Turkish ?";mutlaka;surtaka;regulatka;berleke;1;
877;877;1;"How do you translate ""certain, definite, absolute"" in Turkish ?";kersin;sekin;kesin;mersin;3;
878;878;1;"How do you translate ""to succeed in"" in Turkish ?";başarmak;atlamak;geçememek;basarmak;1;
879;879;1;"How do you translate ""of course, surely"" in Turkish ?";mutfaka;elbette;belbette;kirkin;2;
880;880;1;"How do you translate ""to determine"" in Turkish ?";sartamak;sertemek;saptamak;benlemek;3;
881;881;1;"How do you translate ""line"" in Turkish ?";konyal;senmi;lingi;çizgi;4;
882;882;1;"How do you translate ""novel"" in Turkish ?";nuvel;roman;kitab;noval;2;
883;883;1;"How do you translate ""element"" in Turkish ?";serbo;utyuna;ürun;unsur;4;
884;884;1;"How do you translate ""debt, loan"" in Turkish ?";vergi;borç;seref;onor;2;
885;885;1;"How do you translate ""location"" in Turkish ?";serdoğan;konum;mekon;konug;2;
886;886;1;"How do you translate ""star"" in Turkish ?";yildiz;yıldız;aydız;merlik;2;
887;887;1;"How do you translate ""the other"" in Turkish ?";önceki;sonrakı;uytunaki;öteki;4;
888;888;1;"How do you translate ""to propose"" in Turkish ?";önermek;perpomek;yalmak;önemek;1;
889;889;1;"How do you translate ""even more, further more"" in Turkish ?";ustelik;üstelik;onalık;çomtalık;2;
890;890;1;"How do you translate ""rapidly"" in Turkish ?";yavaşcı;sık;kızla;hızla;4;
891;891;1;"How do you translate ""intense, dense"" in Turkish ?";çoğun;doğun;şoğun;yoğun;4;
892;892;1;"How do you translate ""possibly, probably"" in Turkish ?";serhalde;herhalde;herşeyde;herçalde;2;
893;893;1;"How do you translate ""start, beginning"" in Turkish ?";başlangıç;son;orta;merkez;1;
894;894;1;"How do you translate ""living room, hall"" in Turkish ?";salon;son;dün;sün;1;
895;895;1;"How do you translate ""to originate from"" in Turkish ?";kaynaklanmak;kaynalanamak;kaynalanmak;kayklanmak;1;
896;896;1;"How do you translate ""strength, power, force"" in Turkish ?";tuyvet;suyvet;kuvvet;muyvet;3;
897;897;1;"How do you translate ""side, edge"" in Turkish ?";kanar;çenar;kenar;qenar;3;
898;898;1;"How do you translate ""homeland, country"" in Turkish ?";urt;sul;köy;yurt;4;
899;899;1;"How do you translate ""member of parliament"" in Turkish ?";cumhurbaşkanı;başkanı;milletvekili;dileni;3;
900;900;1;"How do you translate ""loss, missing"" in Turkish ?";kayıp;karıp;kapıp;karşıp;1;
901;901;1;"How do you translate ""to demolish"" in Turkish ?";surmak;turmak;tutmak;yıkmak;4;
902;902;1;"How do you translate ""to run into"" in Turkish ?";rastlamak;rastmak;restmek;testmek;1;
903;903;1;"How do you translate ""enemy"" in Turkish ?";arkadaş;düşman;düman;duman;2;
904;904;1;"How do you translate ""to prevent"" in Turkish ?";sönlemek;bönlemek;önlemek;binlemek;3;
905;905;1;"How do you translate ""message"" in Turkish ?";mesaj;mektub;teler;mavir;1;
906;906;1;"How do you translate ""cell"" in Turkish ?";hücer;hüdre;hücre;sücre;3;
